0	0-19	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
2	0-30	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
3	2-7	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
3	22-31	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
5	13-24	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
6	3-43	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
7	2-23	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
8	4-18	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
10	4-20	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
11	2-24	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
13	0-56	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
14	0-21	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
16	0-53	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
17	16-22	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
18	6-24	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
20	2-22	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
21	0-17	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
22	0-22	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
23	0-26	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
24	0-30	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
25	6-58	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
26	0-64	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
27	3-60	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
28	0-27	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
29	11-14	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
29	25-34	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
30	15-20	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
30	26-32	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
31	8-37	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
32	5-31	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
33	4-51	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
35	22-33	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
36	7-11	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
37	5-19	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
38	6-27	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
39	4-10	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
39	18-32	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
43	0-10	uaz:CVCL_9115
45	7-20	uaz:CVCL_9115
49	29-38	uaz:CVCL_9115
54	2-10	uaz:CVCL_9115
55	17-27	uaz:CVCL_9115
56	4-8	manual:Gab1--/--cells
57	26-30	uaz:CVCL_9115
59	7-17	uaz:CVCL_9115
60	0-19	uaz:CVCL_9115
63	7-20	uaz:CVCL_9115
64	9-16	uaz:CVCL_9115
66	9-17	uaz:CVCL_9115
70	2-30	uaz:CVCL_9115
71	5-9	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
72	8-11	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
72	16-23	uaz:CVCL_9115
73	8-19	uaz:CVCL_9115
77	43-44	uaz:CVCL_9115
78	11-14	uaz:CVCL_9115
79	0-18	uaz:CVCL_9115
84	19-26	uaz:CVCL_9115
85	16-24	uaz:CVCL_9115
86	0-16	uaz:CVCL_9115
90	9-26	uaz:CVCL_9115
91	5-17	uaz:CVCL_9115
92	4-10	uaz:CVCL_9115
92	14-23	uaz:CVCL_9115
93	0-26	uaz:CVCL_9115
94	15-25	uaz:CVCL_9115
95	2-8	uaz:CVCL_9115
96	8-11	uaz:CVCL_9115
97	23-25	uaz:CVCL_9115
98	13-17	uaz:CVCL_9115
98	26-29	uaz:CVCL_9115
99	2-3	uaz:CVCL_9115
100	8-21	uaz:UA-CLine-100111
100	28-42	uaz:UA-CLine-100111
101	16-33	uaz:CVCL_9115
102	5-29	uaz:CVCL_9115
103	2-22	uaz:CVCL_9115
105	0-18	uaz:CVCL_9115
106	5-16	uaz:CVCL_9115
108	2-23	uaz:CVCL_9115
109	4-17	manual:Gab1--/--cells
109	32-47	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
110	9-32	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
111	0-14	uaz:CL:2000042,tissuelist:TS-0362,taxonomy:10090,uaz:CVCL_9115
