20	4-23	go:GO:0016020,manual:phagocytic-cells
22	3-17	go:GO:0016020,manual:phagocytic-cells
24	0-35	manual:Mitochondria
28	0-44	manual:phagocytic-cells
30	5-20	manual:Mitochondria,manual:phagocytic-cells
44	0-31	manual:phagocytic-cells
45	0-30	go:GO:0016020,manual:phagocytic-cells
46	0-38	go:GO:0016020,manual:phagocytic-cells
50	9-16	taxonomy:7955
53	0-33	manual:phagocytic-cells
56	0-24	manual:phagocytic-cells
60	3-33	manual:phagocytic-cells
62	4-34	taxonomy:9606,taxonomy:10090,manual:phagocytic-cells
63	0-27	taxonomy:9606,taxonomy:10090,manual:phagocytic-cells
67	0-44	taxonomy:9606,taxonomy:10090,tissuelist:TS-0448
87	3-30	tissuelist:TS-0445
95	0-27	uaz:CL:0000034
96	0-17	uaz:CL:0000034
97	0-14	uaz:CL:0000034
98	3-6	uaz:CL:0000034
98	7-20	uaz:CL:0000034
101	10-28	taxonomy:4932
104	3-39	taxonomy:4932
105	2-15	taxonomy:4932
106	5-38	taxonomy:10090
138	0-53	taxonomy:9606
139	2-18	taxonomy:9606
141	8-17	taxonomy:9606,manual:pancreatic-beta-cells
142	8-19	taxonomy:9606,manual:pancreatic-beta-cells
143	0-23	taxonomy:9606
145	10-29	taxonomy:10090
146	0-16	taxonomy:10090
170	1-29	uaz:CL:0000037
173	3-21	taxonomy:10090
