0	3-9	
3	22-25	
3	22-31	
5	13-17	tissuelist:TS-0362
6	7-10	
6	7-13	
6	24-43	
7	2-11	
7	2-16	
7	2-19	
7	14-16	
8	4-7	uaz:CVCL_9115
8	4-15	uaz:CVCL_9115
8	4-18	uaz:CVCL_9115
8	5-15	uaz:CVCL_9115
8	5-18	uaz:CVCL_9115
11	7-12	
11	7-15	
11	7-19	
11	7-22	
11	9-12	
11	9-15	
11	9-19	
11	9-22	
18	21-24	
20	15-22	
21	0-3	
21	0-11	
21	0-13	
22	0-7	
22	0-13	
22	4-7	
25	6-11	
26	24-26	
29	11-14	
29	30-32	
30	15-20	
30	15-26	
30	30-32	
31	11-17	
31	17-21	
31	30-35	
33	27-31	
35	22-27	tissuelist:TS-0362
38	6-13	
38	11-13	
38	15-26	
38	22-26	
42	23-26	uaz:CVCL_9115
42	23-29	uaz:CVCL_9115
43	4-7	uaz:CVCL_9115
43	4-10	uaz:CVCL_9115
44	12-20	uaz:CVCL_9115
44	18-20	uaz:CVCL_9115
44	19-29	uaz:CVCL_9115
45	8-15	uaz:CVCL_9115
45	8-19	uaz:CVCL_9115
46	12-14	uaz:CVCL_9115
46	12-16	uaz:CVCL_9115
46	14-16	uaz:CVCL_9115
49	29-31	uaz:CVCL_9115
54	4-9	
55	6-9	uaz:CVCL_9115
56	2-4	
56	4-6	
58	9-11	uaz:CVCL_9115
58	9-20	uaz:CVCL_9115
58	18-20	uaz:CVCL_9115
59	11-14	
59	11-17	
71	7-9	
72	8-11	
73	8-13	
77	25-32	
77	27-32	
78	11-13	
79	8-12	
80	13-15	
80	13-26	
80	15-26	
80	17-26	
86	0-12	uaz:CVCL_9115
86	0-15	uaz:CVCL_9115
86	10-12	uaz:CVCL_9115
89	8-13	
89	8-17	
92	19-23	
92	21-23	
95	2-8	
100	32-33	
101	17-20	
104	13-17	
105	9-17	
107	13-20	
109	41-46	
110	14-19	
110	14-28	
110	14-30	
110	27-28	
110	27-30	
111	0-11	uaz:CVCL_9115
113	10-15	
116	8-12	
117	30-32	
119	2-5	
119	2-11	
120	0-2	
122	14-16	uaz:CVCL_9115
127	2-4	
127	14-18	
129	29-30	
133	26-29	
135	15-20	
135	45-47	
135	45-50	
136	7-10	
137	2-7	
137	4-7	
139	11-16	
140	9-13	
140	15-17	
142	5-8	uaz:UA-CLine-100111
143	0-1	
143	0-20	
143	0-23	
143	0-25	
143	15-20	
144	26-28	
144	26-30	
