0	0-14	
1	1-64	
2	2-21	
3	2-26	cellosaurus:CVCL_0045
4	5-48	
5	2-19	
6	4-28	
7	9-36	
9	0-29	uaz:CL:0000255
10	1-29	
11	0-31	
13	0-35	
14	1-21	
15	0-15	
16	1-26	
17	0-27	
18	1-26	
19	4-39	taxonomy:10090,tissuelist:TS-0067
20	2-8	
21	2-32	tissuelist:TS-0568,manual:cervical,tissuelist:TS-1221
22	0-54	manual:cervical,cellosaurus:CVCL_0030,tissuelist:TS-1221
23	0-25	
24	5-18	
25	3-12	tissuelist:TS-0455
26	1-50	
27	2-36	
28	2-24	
29	0-38	uaz:CL:0000359
30	9-20	taxonomy:11103,tissuelist:TS-0455
34	7-55	
35	7-26	
36	6-31	
104	0-14	
105	0-20	
122	2-40	
123	0-9	
125	8-33	
126	7-18	
127	4-17	
128	6-35	
128	37-49	
128	52-63	
129	21-38	
135	3-19	
135	27-47	
136	7-39	
137	0-11	
143	3-60	
144	1-37	
145	1-28	
146	0-12	
147	8-32	
148	3-20	
148	23-41	
149	6-40	
151	14-32	
152	3-21	
153	1-23	
154	3-23	
155	0-40	
156	0-11	
157	3-26	cellosaurus:CVCL_1220
159	3-42	cellosaurus:CVCL_1220
160	2-42	cellosaurus:CVCL_1220
161	0-12	cellosaurus:CVCL_1169
162	3-28	cellosaurus:CVCL_1169,tissuelist:TS-0417
164	2-20	cellosaurus:CVCL_1169
167	12-44	
168	0-33	cellosaurus:CVCL_1169
169	1-10	cellosaurus:CVCL_1169
170	3-27	
174	0-24	
175	7-38	
177	9-41	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219
178	1-14	
179	7-14	
183	4-16	
185	7-41	
188	6-25	
190	4-34	
192	5-50	
194	6-54	
196	3-41	
197	5-21	
199	7-20	
200	18-35	
200	45-58	
200	66-95	
200	104-119	cellosaurus:CVCL_0045
201	8-15	
201	32-48	
203	1-39	
204	17-27	
207	1-23	
211	2-56	cellosaurus:CVCL_0045
212	6-14	
212	25-48	
214	2-37	cellosaurus:CVCL_1220
216	5-34	
219	3-38	tissuelist:TS-0591,tissuelist:TS-0417
220	1-45	
222	7-26	
223	0-31	
224	9-41	cellosaurus:CVCL_0336,tissuelist:TS-0455
225	4-27	cellosaurus:CVCL_0336
226	6-28	
229	13-51	
230	9-42	
232	6-36	
233	1-16	
235	4-34	
236	13-26	
237	10-26	
238	1-17	
239	5-29	
240	11-71	
242	5-37	
243	9-21	
245	36-65	
247	9-31	
