0	0-14	taxonomy:9606,cellosaurus:CVCL_0045
1	0-64	cellosaurus:CVCL_0045
2	2-22	cellosaurus:CVCL_0045
3	11-47	cellosaurus:CVCL_0045
5	3-19	cellosaurus:CVCL_1169,cellosaurus:CVCL_0045
10	0-29	uaz:CL:0000255
11	0-34	uaz:CL:0000255
13	0-35	uaz:CL:0000255
14	0-32	uaz:CL:0000255
15	0-15	uaz:CL:0000255
16	0-26	uaz:CL:0000255
19	15-39	taxonomy:10090,tissuelist:TS-0067
22	13-54	cellosaurus:CVCL_0030
26	0-50	cellosaurus:CVCL_0030,taxonomy:10116,taxonomy:9606,cellosaurus:CVCL_0045
27	2-36	taxonomy:10116,taxonomy:9606
28	2-24	taxonomy:10116,taxonomy:9606
29	0-38	uaz:CL:0000359,taxonomy:9606,manual:porcine,tissuelist:TS-0455
34	22-43	taxonomy:9606
36	0-31	taxonomy:9606
104	0-5	taxonomy:9606,cellosaurus:CVCL_0045
105	0-20	taxonomy:9606
110	7-38	taxonomy:9606
111	14-16	taxonomy:9606
112	0-14	taxonomy:9606
113	0-35	taxonomy:9606
114	0-23	taxonomy:9606
121	0-37	taxonomy:9606
122	0-40	taxonomy:9606
123	0-9	taxonomy:9606
126	7-8	taxonomy:9606
127	0-24	taxonomy:9606
128	0-63	taxonomy:9606
129	19-38	taxonomy:9606
135	0-46	taxonomy:9606
136	4-39	taxonomy:9606
137	0-11	taxonomy:9606
143	2-60	taxonomy:9606,cellosaurus:CVCL_0045
144	0-37	taxonomy:9606,cellosaurus:CVCL_0045
145	0-28	taxonomy:9606,cellosaurus:CVCL_0045
146	0-12	taxonomy:9606,cellosaurus:CVCL_0045
147	4-32	taxonomy:9606,cellosaurus:CVCL_0045
148	3-41	taxonomy:9606,cellosaurus:CVCL_0045
149	22-40	taxonomy:9606,cellosaurus:CVCL_0045
151	12-32	taxonomy:9606,cellosaurus:CVCL_0045
152	3-20	cellosaurus:CVCL_0045
153	0-13	taxonomy:9606,cellosaurus:CVCL_0045
154	0-35	taxonomy:9606,cellosaurus:CVCL_0045
155	0-40	taxonomy:9606,cellosaurus:CVCL_0045
156	0-11	taxonomy:9606,cellosaurus:CVCL_0045
157	0-17	cellosaurus:CVCL_1220
158	12-15	cellosaurus:CVCL_1220
159	2-42	cellosaurus:CVCL_1220
160	0-42	cellosaurus:CVCL_1220
161	0-12	cellosaurus:CVCL_1220
164	2-11	cellosaurus:CVCL_1169
165	3-18	uaz:CVCL_9115
166	0-13	uaz:CVCL_9115
167	14-25	cellosaurus:CVCL_1169
168	0-33	cellosaurus:CVCL_1169
170	3-26	cellosaurus:CVCL_1169
171	7-23	cellosaurus:CVCL_1169
174	0-23	cellosaurus:CVCL_1169
175	0-38	cellosaurus:CVCL_1169
177	5-41	cellosaurus:CVCL_1169,cellosaurus:CVCL_2219,cellosaurus:CVCL_0419
192	5-50	taxonomy:9606
194	0-54	taxonomy:10116
198	5-43	taxonomy:9606
199	0-49	taxonomy:9606
200	17-97	taxonomy:9606
200	104-119	taxonomy:9606,cellosaurus:CVCL_0045
201	32-39	taxonomy:9606
202	0-28	taxonomy:9606
203	0-18	taxonomy:9606
204	1-55	taxonomy:9606
205	0-21	taxonomy:9606
206	0-46	taxonomy:9606
207	0-23	taxonomy:9606
208	16-60	taxonomy:9606
211	8-56	cellosaurus:CVCL_0045
214	14-38	cellosaurus:CVCL_1220
216	2-34	uaz:CVCL_9115,cellosaurus:CVCL_1169
219	1-38	cellosaurus:CVCL_1169,cellosaurus:CVCL_2219,cellosaurus:CVCL_0419
220	1-45	cellosaurus:CVCL_1169,cellosaurus:CVCL_2219,cellosaurus:CVCL_0419
224	25-41	cellosaurus:CVCL_0336
225	4-27	cellosaurus:CVCL_0336
226	0-28	taxonomy:9606
229	0-50	taxonomy:9606
232	0-58	taxonomy:9606
235	0-51	taxonomy:10116
237	0-26	taxonomy:9606
238	0-31	taxonomy:9606
239	0-29	taxonomy:9606
243	0-26	taxonomy:9606
245	36-40	taxonomy:9606
