3	2-32	cellosaurus:CVCL_0045
3	17-26	cellosaurus:CVCL_0045
3	17-32	cellosaurus:CVCL_0045
3	41-46	cellosaurus:CVCL_0045
4	6-46	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219,cellosaurus:CVCL_1169
5	3-12	cellosaurus:CVCL_0045
5	3-19	cellosaurus:CVCL_1169
6	15-20	
16	6-14	uaz:CL:0000255
16	6-16	uaz:CL:0000255
16	7-24	uaz:CL:0000255
16	7-26	uaz:CL:0000255
22	41-47	cellosaurus:CVCL_0030
27	3-12	taxonomy:9606,taxonomy:10116
29	1-18	tissuelist:TS-0455,taxonomy:9606,uaz:CL:0000359,manual:porcine
29	3-18	tissuelist:TS-0455,taxonomy:9606,uaz:CL:0000359,manual:porcine
29	13-18	tissuelist:TS-0455,taxonomy:9606,uaz:CL:0000359,manual:porcine
41	5-8	taxonomy:9606
68	0-2	
68	0-4	
71	0-2	
96	3-8	
96	8-10	
104	1-5	taxonomy:9606,cellosaurus:CVCL_0045
113	11-13	taxonomy:9606
114	1-3	taxonomy:9606
116	7-13	taxonomy:9606
117	8-9	taxonomy:9606
117	27-34	
117	27-36	taxonomy:9606
117	32-34	
117	32-36	
118	40-41	taxonomy:9606
121	8-14	taxonomy:9606
123	0-5	taxonomy:9606
124	17-20	taxonomy:9606
128	7-14	taxonomy:9606
129	27-33	taxonomy:9606
132	12-15	taxonomy:10116,tissuelist:TS-0564
132	21-24	taxonomy:9606
135	10-11	taxonomy:9606
136	15-19	taxonomy:9606
142	9-17	taxonomy:9606,cellosaurus:CVCL_0045
143	15-30	taxonomy:9606,cellosaurus:CVCL_0045
143	15-31	taxonomy:9606,cellosaurus:CVCL_0045
145	3-9	taxonomy:9606,cellosaurus:CVCL_0045
145	6-9	taxonomy:9606,cellosaurus:CVCL_0045
152	4-13	cellosaurus:CVCL_0045
155	0-16	taxonomy:9606,cellosaurus:CVCL_0045
155	6-16	taxonomy:9606,cellosaurus:CVCL_0045
157	3-8	cellosaurus:CVCL_1220
162	5-16	cellosaurus:CVCL_1169
164	2-11	cellosaurus:CVCL_1169
164	4-11	cellosaurus:CVCL_1169
164	6-11	cellosaurus:CVCL_1169
165	8-13	uaz:CVCL_9115
165	8-15	uaz:CVCL_9115
165	8-18	uaz:CVCL_9115
170	3-7	cellosaurus:CVCL_1169
171	7-13	cellosaurus:CVCL_1169
171	11-13	cellosaurus:CVCL_1169
174	4-19	cellosaurus:CVCL_1169
174	4-23	cellosaurus:CVCL_1169
174	12-19	cellosaurus:CVCL_1169
174	14-23	cellosaurus:CVCL_1169
175	15-20	cellosaurus:CVCL_1169
175	15-23	cellosaurus:CVCL_1169
177	17-26	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219,cellosaurus:CVCL_1169
177	19-30	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219,cellosaurus:CVCL_1169
177	37-41	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219,cellosaurus:CVCL_1169
190	26-29	
190	26-32	taxonomy:9606
192	6-18	taxonomy:9606
194	7-13	taxonomy:10116
194	7-40	taxonomy:10116
198	32-33	taxonomy:9606
199	13-14	taxonomy:9606
200	114-116	taxonomy:9606,cellosaurus:CVCL_0045
203	37-39	taxonomy:9606
206	2-17	taxonomy:9606
208	17-24	taxonomy:9606
211	16-22	cellosaurus:CVCL_0045
214	18-26	cellosaurus:CVCL_1220
214	18-29	cellosaurus:CVCL_1220
216	5-7	uaz:CVCL_9115,cellosaurus:CVCL_1169
216	5-20	uaz:CVCL_9115,cellosaurus:CVCL_1169
216	5-23	uaz:CVCL_9115,cellosaurus:CVCL_1169
216	5-25	uaz:CVCL_9115,cellosaurus:CVCL_1169
220	10-29	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219,cellosaurus:CVCL_1169
220	24-29	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219,cellosaurus:CVCL_1169
225	17-21	cellosaurus:CVCL_0336
225	17-27	cellosaurus:CVCL_0336
229	32-35	taxonomy:9606
235	9-15	taxonomy:10116
237	10-15	taxonomy:9606
238	1-6	taxonomy:9606
238	1-10	taxonomy:9606
242	26-27	taxonomy:9606
243	10-11	taxonomy:9606
