1	19-35	
4	4-25	
5	0-8	go:GO:0005911
5	21-22	
6	2-10	
7	0-15	
10	0-20	
11	8-29	uaz:CL:0000066
12	0-9	
13	0-10	uniprot:SL-0265
13	32-46	uniprot:SL-0265
14	0-7	
15	2-11	tissuelist:TS-0288,manual:HCE,cellosaurus:CVCL_0025,taxonomy:9606
19	22-31	tissuelist:TS-0288,uniprot:SL-0265,manual:HCE,cellosaurus:CVCL_0025,taxonomy:9606
20	0-17	
39	0-12	tissuelist:TS-0288,taxonomy:9606
40	0-5	tissuelist:TS-0288,taxonomy:9606
52	9-24	tissuelist:TS-0288,taxonomy:9606
56	0-1	tissuelist:TS-0288,taxonomy:9606
58	8-9	tissuelist:TS-0288,taxonomy:9606
60	0-8	tissuelist:TS-0288,taxonomy:9606
64	8-13	
65	14-15	tissuelist:TS-0288,taxonomy:9606
67	6-15	manual:MDCK-cells,go:GO:0030054,taxonomy:9606
76	0-18	tissuelist:TS-0288,uniprot:SL-0265,taxonomy:9606
78	0-4	
85	4-10	tissuelist:TS-0288,taxonomy:9606
88	9-10	tissuelist:TS-0288,manual:HCE,taxonomy:9606
91	19-22	tissuelist:TS-0288,go:GO:0030054,taxonomy:9606
92	0-10	tissuelist:TS-0288,taxonomy:9606
94	0-8	tissuelist:TS-0288,go:GO:0005911,taxonomy:9606
99	0-8	tissuelist:TS-0288,taxonomy:9606
101	0-11	
104	0-18	tissuelist:TS-0288,taxonomy:9606
