3	2-26	cellosaurus:CVCL_0045
3	17-26	cellosaurus:CVCL_0045
3	17-32	cellosaurus:CVCL_0045
4	6-46	
5	3-12	
5	3-19	
6	15-20	
16	6-14	
16	6-16	
16	7-24	
16	7-26	
22	41-47	tissuelist:TS-1221,manual:cervical,cellosaurus:CVCL_0030
27	3-12	
29	1-18	uaz:CL:0000359
29	3-18	uaz:CL:0000359
29	13-18	uaz:CL:0000359
68	0-2	
96	8-10	
104	1-5	
104	1-13	
117	27-34	
117	32-34	
117	32-36	
121	8-14	
123	0-5	
126	13-18	
128	7-14	
129	27-33	
135	10-11	
136	15-19	
142	9-17	cellosaurus:CVCL_0045
143	15-30	
143	15-31	
145	3-9	
145	6-9	
152	4-13	
155	0-16	
155	6-16	
157	3-8	cellosaurus:CVCL_1220
158	7-15	cellosaurus:CVCL_1220
162	5-16	cellosaurus:CVCL_1169,tissuelist:TS-0417
164	2-11	cellosaurus:CVCL_1169
164	4-11	cellosaurus:CVCL_1169
164	6-11	cellosaurus:CVCL_1169
165	8-13	uaz:CVCL_9115
165	8-15	uaz:CVCL_9115
170	3-7	
171	7-13	cellosaurus:CVCL_1169
171	11-13	
174	4-19	
174	4-23	
174	12-19	
174	14-23	
175	15-20	
175	15-23	
177	17-26	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219
177	19-30	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219
177	37-41	cellosaurus:CVCL_0419,cellosaurus:CVCL_2219
190	26-29	
190	26-32	
192	6-18	
194	7-13	
194	7-40	
199	13-14	
200	114-116	cellosaurus:CVCL_0045
203	37-39	
211	16-22	cellosaurus:CVCL_0045
214	18-26	cellosaurus:CVCL_1220
214	18-29	cellosaurus:CVCL_1220
216	5-7	
216	5-20	
216	5-23	
216	5-25	
220	10-29	
220	24-29	
225	17-21	cellosaurus:CVCL_0336
225	17-27	cellosaurus:CVCL_0336
229	32-35	
235	9-15	
237	10-15	
238	1-6	
238	1-10	
242	26-27	
243	10-11	
