13	3-16	manual:vertebrates
13	3-32	manual:vertebrates
26	4-21	go:GO:0005741,manual:vertebrates
26	4-23	go:GO:0005741,manual:vertebrates
26	4-27	go:GO:0005741,manual:vertebrates
26	8-21	go:GO:0005741,manual:vertebrates
26	8-23	go:GO:0005741,manual:vertebrates
26	8-27	go:GO:0005741,manual:vertebrates
26	30-32	manual:vertebrates,manual:mitochondria
29	4-7	manual:vertebrates
43	10-13	manual:vertebrates
83	7-10	manual:vertebrates
86	5-8	
103	8-11	manual:vertebrates
105	15-18	manual:vertebrates
161	16-19	manual:vertebrates
222	17-20	manual:vertebrates
